txn_id,date,vendor,description,amount,category
1252,2024-07-02 14:19:57.595190380,Zenith Supplies Ltd,Service fee,738468.2,Marketing
1253,2024-07-03 07:53:15.991983968,BlueStar Procurement,Equipment purchase,5915262.7,Marketing
1254,2024-07-04 01:26:34.388777554,Sunrise Contractors,Service fee,100681.2,IT
1255,2024-07-04 18:59:52.785571142,BrightPath Consulting,,306227.4,OpEx
1256,2024-07-05 12:33:11.182364728,Excel Media Group,Service fee,1419771.31,Admin
1257,2024-07-06 06:06:29.579158316,Sunrise Contractors,Equipment purchase,849284.16,CapEx
1258,2024-07-06 23:39:47.975951904,Zenith Supplies Ltd,Equipment purchase,251642.8,IT
1259,2024-07-07 17:13:06.372745490,Peak Facilities Mgmt,Invoice payment,361951.52,CapEx
1260,2024-07-08 10:46:24.769539078,Goldline Trading,Equipment purchase,56255.34,OpEx
1261,2024-07-09 04:19:43.166332664,Excel Media Group,Equipment purchase,309508.05,Admin
1262,2024-07-09 21:53:01.563126252,Horizon Advisors,Service fee,296682.78,IT
1263,2024-07-10 15:26:19.959919840,Excel Media Group,Invoice payment,626719.8,IT
1264,2024-07-11 08:59:38.356713426,Excel Media Group,Invoice payment,192337.93,OpEx
1265,2024-07-12 02:32:56.753507014,BrightPath Consulting,Invoice payment,897445.6,CapEx
1266,2024-07-12 20:06:15.150300600,BrightPath Consulting,Equipment purchase,2020940.85,OpEx
1267,2024-07-13 13:39:33.547094188,Goldline Trading,Invoice payment,558574.9,CapEx
1268,2024-07-14 07:12:51.943887774,Horizon Advisors,,749854.61,Admin
1269,2024-07-15 00:46:10.340681362,Sunrise Contractors,Service fee,479132.77,CapEx
1270,2024-07-15 18:19:28.737474950,NovaTech Services,Office supplies,442469.4,OpEx
1271,2024-07-16 11:52:47.134268536,Peak Facilities Mgmt,Office supplies,149890.9,Admin
1272,2024-07-17 05:26:05.531062124,Horizon Advisors,Equipment purchase,711223.06,OpEx
1273,2024-07-17 22:59:23.927855710,BlueStar Procurement,,382341.74,CapEx
1274,2024-07-18 16:32:42.324649298,BrightPath Consulting,Invoice payment,10218930.23,OpEx
1275,2024-07-19 10:06:00.721442886,Peak Facilities Mgmt,Service fee,4685730.35,OpEx
1276,2024-07-20 03:39:19.118236472,Sunrise Contractors,Service fee,789195.88,Admin
1277,2024-07-20 21:12:37.515030060,Goldline Trading,Invoice payment,140844.85,IT
1278,2024-07-21 14:45:55.911823646,NovaTech Services,Consultancy retainer,83398.27,Marketing
1279,2024-07-22 08:19:14.308617234,Alpha Logistics,Consultancy retainer,2641122.12,OpEx
1280,2024-07-23 01:52:32.705410820,BrightPath Consulting,Maintenance,656136.31,OpEx
1281,2024-07-23 19:25:51.102204408,Sunrise Contractors,Consultancy retainer,909104.3,CapEx
1282,2024-07-24 12:59:09.498997996,Horizon Advisors,,32309.64,Marketing
1283,2024-07-25 06:32:27.895791582,Horizon Advisors,Maintenance,1778280.99,Marketing
1284,2024-07-26 00:05:46.292585170,Alpha Logistics,,874694.98,IT
1285,2024-07-26 17:39:04.689378756,Excel Media Group,Invoice payment,83646.43,CapEx
1286,2024-07-27 11:12:23.086172344,Zenith Supplies Ltd,,218100.84,OpEx
1287,2024-07-28 04:45:41.482965932,Excel Media Group,Office supplies,657089.69,OpEx
1288,2024-07-28 22:18:59.879759520,NovaTech Services,,478638.17,OpEx
1289,2024-07-29 15:52:18.276553104,Goldline Trading,Consultancy retainer,285427.47,OpEx
1290,2024-07-30 09:25:36.673346692,Peak Facilities Mgmt,,378801.5,IT
1291,2024-07-31 02:58:55.070140280,Goldline Trading,Office supplies,303165.44,CapEx
1292,2024-07-31 20:32:13.466933868,Horizon Advisors,Invoice payment,556178.06,IT
1293,2024-08-01 14:05:31.863727456,Sunrise Contractors,Consultancy retainer,4021791.3,Admin
1294,2024-08-02 07:38:50.260521040,BlueStar Procurement,Invoice payment,9414.56,Admin
1295,2024-08-03 01:12:08.657314628,Excel Media Group,,310123.1,Admin
1296,2024-08-03 18:45:27.054108216,BrightPath Consulting,Consultancy retainer,576521.92,IT
1297,2024-08-04 12:18:45.450901804,Peak Facilities Mgmt,Service fee,689685.51,OpEx
1298,2024-08-05 05:52:03.847695392,Goldline Trading,Equipment purchase,253248.91,OpEx
1299,2024-08-05 23:25:22.244488976,Sunrise Contractors,Consultancy retainer,31726.81,Admin
1300,2024-08-06 16:58:40.641282564,Alpha Logistics,Invoice payment,723599.42,CapEx
1301,2024-08-07 10:31:59.038076152,Alpha Logistics,Maintenance,5903319.17,Admin
1302,2024-08-08 04:05:17.434869740,Sunrise Contractors,Maintenance,44320.73,Marketing
1303,2024-08-08 21:38:35.831663324,Alpha Logistics,Maintenance,1616448.51,Admin
1304,2024-08-09 15:11:54.228456912,BlueStar Procurement,Office supplies,270279.58,CapEx
1305,2024-08-10 08:45:12.625250500,Horizon Advisors,Consultancy retainer,403532.97,CapEx
1306,2024-08-11 02:18:31.022044088,Peak Facilities Mgmt,Equipment purchase,91185.6,Marketing
1307,2024-08-11 19:51:49.418837676,Peak Facilities Mgmt,Equipment purchase,267885.72,CapEx
1308,2024-08-12 13:25:07.815631260,Sunrise Contractors,Service fee,3109793.53,Admin
1309,2024-08-13 06:58:26.212424848,Zenith Supplies Ltd,Invoice payment,1060215.62,Admin
1310,2024-08-14 00:31:44.609218436,NovaTech Services,Service fee,5947416.06,Marketing
1311,2024-08-14 18:05:03.006012024,Goldline Trading,Equipment purchase,2587280.37,Marketing
1312,2024-08-15 11:38:21.402805612,BlueStar Procurement,Service fee,854806.17,Admin
1313,2024-08-16 05:11:39.799599196,BrightPath Consulting,Invoice payment,6052014.74,CapEx
1314,2024-08-16 22:44:58.196392784,Goldline Trading,Maintenance,854686.26,CapEx
1315,2024-08-17 16:18:16.593186372,NovaTech Services,Consultancy retainer,1531843.19,Admin
1316,2024-08-18 09:51:34.989979960,Alpha Logistics,Office supplies,283549.95,CapEx
1317,2024-08-19 03:24:53.386773548,Alpha Logistics,Equipment purchase,488853.79,Marketing
1318,2024-08-19 20:58:11.783567132,NovaTech Services,Maintenance,155416.56,CapEx
1319,2024-08-20 14:31:30.180360720,Zenith Supplies Ltd,Maintenance,1952021.19,Marketing
1320,2024-08-21 08:04:48.577154308,Zenith Supplies Ltd,Consultancy retainer,75549.59,Marketing
1321,2024-08-22 01:38:06.973947896,NovaTech Services,Maintenance,1430487.01,IT
1322,2024-08-22 19:11:25.370741484,BrightPath Consulting,Consultancy retainer,332376.42,OpEx
1323,2024-08-23 12:44:43.767535068,Sunrise Contractors,Maintenance,2563465.57,Marketing
1324,2024-08-24 06:18:02.164328656,Zenith Supplies Ltd,Consultancy retainer,1364506.64,OpEx
1325,2024-08-24 23:51:20.561122244,NovaTech Services,Invoice payment,6790052.53,CapEx
1326,2024-08-25 17:24:38.957915832,Goldline Trading,Maintenance,1323992.08,OpEx
1327,2024-08-26 10:57:57.354709420,BlueStar Procurement,Invoice payment,41853.87,OpEx
1328,2024-08-27 04:31:15.751503004,Excel Media Group,Maintenance,400140.19,OpEx
1329,2024-08-27 22:04:34.148296592,Horizon Advisors,Invoice payment,76266.51,OpEx
1330,2024-08-28 15:37:52.545090180,NovaTech Services,Service fee,203328.92,IT
1331,2024-08-29 09:11:10.941883768,Goldline Trading,Office supplies,4268797.16,OpEx
1332,2024-08-30 02:44:29.338677352,Goldline Trading,,1151183.06,CapEx
1333,2024-08-30 20:17:47.735470940,Horizon Advisors,Consultancy retainer,155065.73,Marketing
1334,2024-08-31 13:51:06.132264528,BlueStar Procurement,Invoice payment,96705.34,IT
1335,2024-09-01 07:24:24.529058116,BlueStar Procurement,Service fee,464712.0,IT
1336,2024-09-02 00:57:42.925851704,Peak Facilities Mgmt,,71336.24,OpEx
1337,2024-09-02 18:31:01.322645288,Sunrise Contractors,Maintenance,161666.3,IT
1338,2024-09-03 12:04:19.719438876,Sunrise Contractors,Invoice payment,706454.59,Marketing
1339,2024-09-04 05:37:38.116232464,BlueStar Procurement,Consultancy retainer,2502918.61,OpEx
1340,2024-09-04 23:10:56.513026052,BrightPath Consulting,Service fee,1102556.58,Admin
1341,2024-09-05 16:44:14.909819640,NovaTech Services,Service fee,14229.4,IT
1342,2024-09-06 10:17:33.306613224,Horizon Advisors,Maintenance,698401.96,CapEx
1343,2024-09-07 03:50:51.703406812,NovaTech Services,Office supplies,492894.46,OpEx
1344,2024-09-07 21:24:10.100200400,BrightPath Consulting,Service fee,823102.02,IT
1345,2024-09-08 14:57:28.496993988,Sunrise Contractors,Office supplies,4996831.26,IT
1346,2024-09-09 08:30:46.893787576,NovaTech Services,Consultancy retainer,20033.13,IT
1347,2024-09-10 02:04:05.290581160,Horizon Advisors,Invoice payment,182288.32,IT
1348,2024-09-10 19:37:23.687374748,BlueStar Procurement,Equipment purchase,1073419.05,IT
1349,2024-09-11 13:10:42.084168336,NovaTech Services,Service fee,41258.33,Admin
1350,2024-09-12 06:44:00.480961924,Sunrise Contractors,Service fee,4048769.53,OpEx
1351,2024-09-13 00:17:18.877755512,BlueStar Procurement,,768760.62,Marketing
1352,2024-09-13 17:50:37.274549096,Peak Facilities Mgmt,Office supplies,1575173.49,CapEx
1353,2024-09-14 11:23:55.671342684,BrightPath Consulting,Invoice payment,187884.84,Admin
1354,2024-09-15 04:57:14.068136272,Sunrise Contractors,Maintenance,1499504.89,Marketing
1355,2024-09-15 22:30:32.464929860,Excel Media Group,Office supplies,2197228.46,IT
1356,2024-09-16 16:03:50.861723448,Excel Media Group,,627385.86,CapEx
1357,2024-09-17 09:37:09.258517032,Zenith Supplies Ltd,Maintenance,628820.64,CapEx
1358,2024-09-18 03:10:27.655310620,BrightPath Consulting,Consultancy retainer,663653.1,Marketing
1359,2024-09-18 20:43:46.052104208,Horizon Advisors,Equipment purchase,121173.91,OpEx
1360,2024-09-19 14:17:04.448897796,BrightPath Consulting,Equipment purchase,354586.28,Admin
1361,2024-09-20 07:50:22.845691380,BrightPath Consulting,Maintenance,351940.08,Marketing
1362,2024-09-21 01:23:41.242484968,NovaTech Services,Service fee,786297.73,Admin
1363,2024-09-21 18:56:59.639278556,Alpha Logistics,Consultancy retainer,1982236.62,CapEx
1364,2024-09-22 12:30:18.036072144,Alpha Logistics,Service fee,90417.75,IT
1365,2024-09-23 06:03:36.432865732,NovaTech Services,Consultancy retainer,366768.62,CapEx
1366,2024-09-23 23:36:54.829659316,Horizon Advisors,Service fee,4082349.84,Marketing
1367,2024-09-24 17:10:13.226452904,Zenith Supplies Ltd,Invoice payment,145018.65,Admin
1368,2024-09-25 10:43:31.623246492,BrightPath Consulting,,128878.45,OpEx
1369,2024-09-26 04:16:50.020040080,Zenith Supplies Ltd,Invoice payment,599265.06,Admin
1370,2024-09-26 21:50:08.416833668,Sunrise Contractors,,1569986.83,OpEx
1371,2024-09-27 15:23:26.813627252,BrightPath Consulting,Invoice payment,450061.3,IT
1372,2024-09-28 08:56:45.210420840,Peak Facilities Mgmt,Maintenance,3247645.68,Marketing
1373,2024-09-29 02:30:03.607214428,Sunrise Contractors,Consultancy retainer,1599482.94,CapEx
1374,2024-09-29 20:03:22.004008016,Peak Facilities Mgmt,Equipment purchase,1563957.62,Admin
1375,2024-09-30 13:36:40.400801604,Excel Media Group,Service fee,1015787.52,Marketing
1376,2024-10-01 07:09:58.797595188,Goldline Trading,Equipment purchase,14526420.47,CapEx
1377,2024-10-02 00:43:17.194388776,Horizon Advisors,Equipment purchase,325220.1,CapEx
1378,2024-10-02 18:16:35.591182364,Goldline Trading,Equipment purchase,21910.4,Admin
1379,2024-10-03 11:49:53.987975952,BlueStar Procurement,Consultancy retainer,4908021.88,CapEx
1380,2024-10-04 05:23:12.384769540,BlueStar Procurement,Equipment purchase,222671.05,Marketing
1381,2024-10-04 22:56:30.781563124,Sunrise Contractors,Maintenance,520123.03,OpEx
1382,2024-10-05 16:29:49.178356712,Excel Media Group,Equipment purchase,3154454.15,IT
1383,2024-10-06 10:03:07.575150300,BrightPath Consulting,Consultancy retainer,39999.04,CapEx
1384,2024-10-07 03:36:25.971943888,Horizon Advisors,Invoice payment,67678.86,Admin
1385,2024-10-07 21:09:44.368737472,Excel Media Group,Consultancy retainer,40057.98,OpEx
1386,2024-10-08 14:43:02.765531060,BlueStar Procurement,Invoice payment,134429.55,CapEx
1387,2024-10-09 08:16:21.162324648,BrightPath Consulting,Service fee,855511.58,Marketing
1388,2024-10-10 01:49:39.559118236,Peak Facilities Mgmt,,971194.24,CapEx
1389,2024-10-10 19:22:57.955911824,Goldline Trading,Invoice payment,669583.58,OpEx
1390,2024-10-11 12:56:16.352705408,Alpha Logistics,Equipment purchase,53148.82,Admin
1391,2024-10-12 06:29:34.749498996,Alpha Logistics,Maintenance,13833.45,OpEx
1392,2024-10-13 00:02:53.146292584,Sunrise Contractors,,479994.72,CapEx
1393,2024-10-13 17:36:11.543086172,NovaTech Services,Service fee,218018.66,Admin
1394,2024-10-14 11:09:29.939879760,Alpha Logistics,Service fee,881234.16,Admin
1395,2024-10-15 04:42:48.336673344,Goldline Trading,Consultancy retainer,1267973.4,Marketing
1396,2024-10-15 22:16:06.733466932,Excel Media Group,Equipment purchase,544357.86,Marketing
1397,2024-10-16 15:49:25.130260520,NovaTech Services,,1383600.38,IT
1398,2024-10-17 09:22:43.527054108,BlueStar Procurement,Service fee,623944.72,OpEx
1399,2024-10-18 02:56:01.923847696,Peak Facilities Mgmt,Service fee,979793.45,CapEx
1400,2024-10-18 20:29:20.320641280,Sunrise Contractors,Service fee,153735.69,OpEx
1401,2024-10-19 14:02:38.717434868,BlueStar Procurement,,337926.22,OpEx
1402,2024-10-20 07:35:57.114228456,Goldline Trading,Invoice payment,594314.63,CapEx
1403,2024-10-21 01:09:15.511022044,Alpha Logistics,Consultancy retainer,1514798.09,Admin
1404,2024-10-21 18:42:33.907815632,Zenith Supplies Ltd,Invoice payment,245091.83,IT
1405,2024-10-22 12:15:52.304609216,BlueStar Procurement,Service fee,966803.82,Marketing
1406,2024-10-23 05:49:10.701402804,BlueStar Procurement,,296927.06,Marketing
1407,2024-10-23 23:22:29.098196392,Peak Facilities Mgmt,Invoice payment,370899.62,Marketing
1408,2024-10-24 16:55:47.494989980,Alpha Logistics,Consultancy retainer,1535364.8,OpEx
1409,2024-10-25 10:29:05.891783568,BrightPath Consulting,,22256.95,IT
1410,2024-10-26 04:02:24.288577152,Zenith Supplies Ltd,Office supplies,63277.91,IT
1411,2024-10-26 21:35:42.685370740,Zenith Supplies Ltd,Invoice payment,47892.87,OpEx
1412,2024-10-27 15:09:01.082164328,BrightPath Consulting,Equipment purchase,13354.06,Admin
1413,2024-10-28 08:42:19.478957916,Sunrise Contractors,,159947.89,IT
1414,2024-10-29 02:15:37.875751500,Zenith Supplies Ltd,Consultancy retainer,1361572.51,Admin
1415,2024-10-29 19:48:56.272545088,BlueStar Procurement,Equipment purchase,288564.5,IT
1416,2024-10-30 13:22:14.669338676,Goldline Trading,Equipment purchase,595219.26,IT
1417,2024-10-31 06:55:33.066132264,BrightPath Consulting,Office supplies,2266678.82,Admin
1418,2024-11-01 00:28:51.462925852,Sunrise Contractors,Service fee,3241443.13,OpEx
1419,2024-11-01 18:02:09.859719436,Peak Facilities Mgmt,Maintenance,398831.02,CapEx
1420,2024-11-02 11:35:28.256513024,NovaTech Services,,3369850.15,CapEx
1421,2024-11-03 05:08:46.653306612,Zenith Supplies Ltd,Invoice payment,507976.26,Admin
1422,2024-11-03 22:42:05.050100200,Zenith Supplies Ltd,Maintenance,125983.05,Admin
1423,2024-11-04 16:15:23.446893788,Horizon Advisors,Maintenance,181389.05,Admin
1424,2024-11-05 09:48:41.843687372,Alpha Logistics,Maintenance,48011.47,OpEx
1425,2024-11-06 03:22:00.240480960,Excel Media Group,Consultancy retainer,116751.06,CapEx
1426,2024-11-06 20:55:18.637274548,NovaTech Services,Equipment purchase,258583.77,Marketing
1427,2024-11-07 14:28:37.034068136,Peak Facilities Mgmt,Maintenance,1476784.33,OpEx
1428,2024-11-08 08:01:55.430861724,Zenith Supplies Ltd,Service fee,5845336.65,CapEx
1429,2024-11-09 01:35:13.827655308,Horizon Advisors,Maintenance,55643.9,IT
1430,2024-11-09 19:08:32.224448896,Excel Media Group,,797503.26,OpEx
1431,2024-11-10 12:41:50.621242484,Goldline Trading,Office supplies,92891.19,Admin
1432,2024-11-11 06:15:09.018036072,BrightPath Consulting,Consultancy retainer,901707.65,CapEx
1433,2024-11-11 23:48:27.414829660,BlueStar Procurement,Equipment purchase,363440.19,OpEx
1434,2024-11-12 17:21:45.811623244,NovaTech Services,Invoice payment,28385.71,Admin
1435,2024-11-13 10:55:04.208416832,Goldline Trading,,1780572.48,Admin
1436,2024-11-14 04:28:22.605210420,NovaTech Services,Consultancy retainer,178527.68,OpEx
1437,2024-11-14 22:01:41.002004008,BrightPath Consulting,Invoice payment,198620.18,OpEx
1438,2024-11-15 15:34:59.398797596,Goldline Trading,Maintenance,88909.24,OpEx
1439,2024-11-16 09:08:17.795591180,Alpha Logistics,Office supplies,165806.23,Marketing
1440,2024-11-17 02:41:36.192384768,Zenith Supplies Ltd,Office supplies,840570.13,IT
1441,2024-11-17 20:14:54.589178356,BrightPath Consulting,Invoice payment,333078.5,OpEx
1442,2024-11-18 13:48:12.985971944,Alpha Logistics,Maintenance,724323.22,CapEx
1443,2024-11-19 07:21:31.382765528,Goldline Trading,Office supplies,761376.14,CapEx
1444,2024-11-20 00:54:49.779559116,Horizon Advisors,Maintenance,3207468.27,CapEx
1445,2024-11-20 18:28:08.176352704,Alpha Logistics,Maintenance,264559.32,CapEx
1446,2024-11-21 12:01:26.573146292,Zenith Supplies Ltd,Service fee,48277.13,OpEx
1447,2024-11-22 05:34:44.969939880,Alpha Logistics,Service fee,2193115.35,Admin
1448,2024-11-22 23:08:03.366733464,Sunrise Contractors,,269081.0,CapEx
1449,2024-11-23 16:41:21.763527052,BrightPath Consulting,Equipment purchase,2354617.06,CapEx
1450,2024-11-24 10:14:40.160320640,Goldline Trading,Equipment purchase,786277.98,CapEx
1451,2024-11-25 03:47:58.557114228,Zenith Supplies Ltd,Consultancy retainer,363412.45,IT
1452,2024-11-25 21:21:16.953907816,NovaTech Services,Office supplies,746509.66,Marketing
1453,2024-11-26 14:54:35.350701400,Goldline Trading,Maintenance,8256562.03,Admin
1454,2024-11-27 08:27:53.747494988,Goldline Trading,Invoice payment,9973785.85,CapEx
1455,2024-11-28 02:01:12.144288576,Sunrise Contractors,Equipment purchase,490937.3,IT
1456,2024-11-28 19:34:30.541082164,Peak Facilities Mgmt,,562578.46,IT
1457,2024-11-29 13:07:48.937875752,Goldline Trading,Service fee,2222982.31,OpEx
1458,2024-11-30 06:41:07.334669336,Horizon Advisors,Service fee,124431.23,IT
1459,2024-12-01 00:14:25.731462924,Sunrise Contractors,,729128.71,Marketing
1460,2024-12-01 17:47:44.128256512,BrightPath Consulting,Invoice payment,425578.94,OpEx
1461,2024-12-02 11:21:02.525050100,BrightPath Consulting,Consultancy retainer,708469.52,Marketing
1462,2024-12-03 04:54:20.921843688,NovaTech Services,Equipment purchase,126746.81,OpEx
1463,2024-12-03 22:27:39.318637272,Sunrise Contractors,Maintenance,40767.84,OpEx
1464,2024-12-04 16:00:57.715430860,BrightPath Consulting,Invoice payment,19742.42,OpEx
1465,2024-12-05 09:34:16.112224448,BlueStar Procurement,Equipment purchase,82778.52,Admin
1466,2024-12-06 03:07:34.509018036,Goldline Trading,Service fee,222345.35,Marketing
1467,2024-12-06 20:40:52.905811624,Horizon Advisors,Maintenance,284990.93,Admin
1468,2024-12-07 14:14:11.302605208,Excel Media Group,Office supplies,8087633.65,OpEx
1469,2024-12-08 07:47:29.699398796,NovaTech Services,Equipment purchase,2324440.81,OpEx
1470,2024-12-09 01:20:48.096192384,BrightPath Consulting,Consultancy retainer,104491.74,IT
1471,2024-12-09 18:54:06.492985972,Peak Facilities Mgmt,Service fee,745315.34,IT
1472,2024-12-10 12:27:24.889779556,NovaTech Services,,240237.34,Marketing
1473,2024-12-11 06:00:43.286573144,BrightPath Consulting,Office supplies,288789.76,OpEx
1474,2024-12-11 23:34:01.683366732,BlueStar Procurement,Consultancy retainer,584194.04,IT
1475,2024-12-12 17:07:20.080160320,Goldline Trading,Consultancy retainer,1119907.53,Marketing
1476,2024-12-13 10:40:38.476953908,Zenith Supplies Ltd,Maintenance,265962.95,Admin
1477,2024-12-14 04:13:56.873747492,Goldline Trading,Maintenance,2182054.23,OpEx
1478,2024-12-14 21:47:15.270541080,Goldline Trading,Equipment purchase,79785.15,IT
1479,2024-12-15 15:20:33.667334668,Horizon Advisors,Consultancy retainer,446640.18,Admin
1480,2024-12-16 08:53:52.064128256,Peak Facilities Mgmt,Office supplies,21780172.38,OpEx
1481,2024-12-17 02:27:10.460921844,Alpha Logistics,Office supplies,618232.34,CapEx
1482,2024-12-17 20:00:28.857715428,Alpha Logistics,Office supplies,3797379.42,Admin
1483,2024-12-18 13:33:47.254509016,Excel Media Group,Invoice payment,507514.35,OpEx
1484,2024-12-19 07:07:05.651302604,Zenith Supplies Ltd,Equipment purchase,1057232.97,CapEx
1485,2024-12-20 00:40:24.048096192,NovaTech Services,Office supplies,406291.11,Admin
1486,2024-12-20 18:13:42.444889780,Alpha Logistics,,342623.9,IT
1487,2024-12-21 11:47:00.841683364,Zenith Supplies Ltd,Equipment purchase,137417.14,OpEx
1488,2024-12-22 05:20:19.238476952,BlueStar Procurement,Consultancy retainer,843615.45,Admin
1489,2024-12-22 22:53:37.635270540,Zenith Supplies Ltd,Equipment purchase,123339.28,IT
1490,2024-12-23 16:26:56.032064128,Zenith Supplies Ltd,Service fee,1200655.07,IT
1491,2024-12-24 10:00:14.428857716,BlueStar Procurement,Invoice payment,2253354.4,IT
1492,2024-12-25 03:33:32.825651300,Alpha Logistics,Office supplies,766658.78,OpEx
1493,2024-12-25 21:06:51.222444888,Horizon Advisors,,287974.41,IT
1494,2024-12-26 14:40:09.619238476,Zenith Supplies Ltd,Maintenance,874098.52,IT
1495,2024-12-27 08:13:28.016032064,Alpha Logistics,Office supplies,278449.06,CapEx
1496,2024-12-28 01:46:46.412825652,Alpha Logistics,Invoice payment,1800042.24,Admin
1497,2024-12-28 19:20:04.809619236,Peak Facilities Mgmt,,28364.42,Admin
1498,2024-12-29 12:53:23.206412824,Excel Media Group,Equipment purchase,267423.53,Admin
1499,2024-12-30 06:26:41.603206412,Goldline Trading,Consultancy retainer,22332.14,CapEx
1500,2024-12-31 00:00:00.000000000,BrightPath Consulting,,46976.78,IT
